F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Label,Prob
-0.079,0.234,1.508,-1.2,-0.134,0.606,1.179,-0.733,0.005,0.109,-1.693,1.248,0,0.447
0.111,-0.598,-0.933,2.493,2.143,0.75,-0.449,0.537,-0.345,0.037,-0.94,-1.126,1,0.605
0.964,0.904,-0.619,-0.347,-0.758,-0.323,-0.993,0.684,-0.37,-1.714,0.814,0.413,0,0.250
0.775,0.296,0.283,-0.236,0.494,0.028,-0.729,-1.348,-0.781,0.736,0.528,-1.744,1,0.260
0.509,0.762,-0.389,-1.144,-1.326,-0.337,-0.793,-1.668,-0.709,0.125,-1.001,-0.897,0,0.257
-1.412,1.7,0.261,-1.518,-0.881,0.045,0.859,1.872,2.999,-0.277,-0.474,0.593,1,0.721
0.548,1.302,0.102,-0.793,-1.16,0.336,0.065,1.534,-1.407,-1.24,-1.745,0.209,0,0.359
-0.688,0.204,-2.272,-0.076,-0.357,-1.045,-1.092,1.289,1.123,-0.862,-0.438,-0.376,1,0.376
-1.339,0.552,-0.281,-1.309,1.284,-1.329,-0.068,-0.21,-1.121,0.907,-0.091,0.238,0,0.317
-0.292,0.354,1.032,0.594,0.072,0.819,-1.039,-0.276,1.134,-0.251,-0.55,-1.126,1,0.570
0.783,0.819,-0.364,-0.538,0.157,-0.901,1.326,0.506,-0.581,2.37,-0.389,-0.324,0,0.563
-0.885,-0.142,-0.299,1.988,0.653,0.276,0.264,-1.41,-0.167,-1.079,0.732,1.253,1,0.514
0.189,-1.09,-0.267,-0.807,-1.782,-0.082,-0.033,1.206,-0.307,-0.149,1.188,-1.219,0,0.399
-2.305,0.768,1.041,1.346,-1.683,-1.004,1.463,1.2,-2.751,-1.959,0.271,0.634,1,0.567
-0.227,0.022,-0.488,-1.579,0.726,-1.067,-1.403,2.444,0.829,-0.601,-0.814,0.476,0,0.592
-1.115,0.035,-0.384,-0.539,-0.764,1.67,-0.009,2.582,0.825,-4.009,-2.205,-0.943,1,0.698
-0.696,0.141,-0.329,-1.175,-0.77,-0.142,-0.596,-2.207,-0.75,0.217,1.23,-1.362,0,0.360
2.524,-0.654,-1.125,0.713,-0.554,-1.615,-0.724,-0.099,-0.042,-0.206,1.515,0.268,1,0.358
0.622,-1.321,-0.037,1.073,-0.178,-0.471,-0.013,-0.775,0.56,-0.771,-1.922,1.392,0,0.512
0.34,-0.286,1.276,1.597,-1.177,-0.948,0.742,0.437,0.84,1.962,1.225,0.877,1,0.638
0.316,0.016,1.682,-1.276,-1.518,0.186,-2.566,-1.987,-1.859,0.144,-0.011,-0.764,0,0.319
1.042,-0.074,-1.049,0.183,-1.496,0.61,-0.106,-1.558,-1.185,-0.485,-0.419,2.526,1,0.338
1.416,-0.01,-1.828,1.865,-0.568,-0.503,-1.976,0.364,0.129,-2.435,-0.064,-0.237,0,0.231
-1.505,-0.997,0.2,-0.979,0.658,0.518,-0.432,0.506,0.058,0.337,0.205,-1.516,1,0.806
-0.765,0.341,0.566,0.497,-0.275,1.397,-1.189,-0.286,0.409,-1.33,1.628,-0.735,0,0.494
0.407,-0.587,0.951,-1.525,-0.623,0.268,-0.367,2.348,-0.026,-0.535,0.242,-2.437,1,0.733
-0.158,1.303,-1.311,-0.769,-1.978,-0.911,-0.474,0.775,-0.32,-0.829,-0.222,-0.337,0,0.371
-0.635,0.902,-3.601,0.14,-2.017,-1.037,0.368,-1.405,1.112,0.79,0.244,-0.969,1,0.662
-0.916,0.961,-0.538,-0.38,-0.986,3.008,1.679,3.16,-1.447,1.055,-2.03,-0.662,0,0.332
1.0,-1.515,0.057,-0.046,-0.541,1.226,-1.258,-4.589,1.451,-0.077,1.046,-0.389,1,0.906
-1.443,0.547,0.714,-0.638,0.512,-0.134,-0.536,-0.59,-2.204,-1.233,-0.128,-1.439,0,0.484
2.206,0.687,1.855,-0.216,-0.205,0.226,0.493,-1.114,0.322,-1.094,2.035,1.592,1,0.537
0.448,1.241,-0.027,1.284,-1.782,0.516,-1.755,3.939,0.018,-0.193,-0.621,-0.14,0,0.431
0.224,0.71,0.973,0.972,0.203,-0.721,-1.15,-1.375,3.995,-1.065,-0.899,-0.143,1,0.488
-1.197,-0.189,-1.805,-2.259,0.58,-0.662,-2.938,-0.943,1.83,0.167,0.32,0.223,0,0.732
0.514,0.286,-0.903,1.527,1.437,2.25,-0.572,-0.187,0.957,0.33,-0.221,-1.314,1,0.360
-0.927,-1.015,-1.398,0.879,-0.44,3.089,0.185,0.879,-0.806,0.229,0.369,-1.759,0,0.270
0.988,-0.44,-2.318,0.579,-0.142,0.112,-1.104,3.38,-0.055,2.429,0.789,0.655,1,0.943
-0.141,-1.003,-1.094,-0.204,-0.733,0.45,1.19,-1.42,0.747,-1.133,-0.277,1.658,0,0.720
1.239,-0.768,1.304,0.458,-1.345,0.732,0.575,-1.079,0.038,-0.311,0.296,-0.053,1,0.530
-0.438,0.583,0.974,-1.278,0.594,0.833,1.752,-0.372,-0.283,-0.475,-0.165,1.136,0,0.598
0.565,0.761,-0.98,1.872,-0.413,-0.874,-2.442,0.844,1.427,-0.718,0.007,-1.111,1,0.322
2.196,0.064,-1.764,-1.492,-0.631,1.475,-0.1,-1.053,0.072,1.67,-1.491,-1.858,0,0.324
0.194,1.742,-1.716,-0.932,0.166,1.274,-0.742,0.821,-0.948,-2.318,1.32,0.272,1,0.321
-0.607,-1.567,1.967,0.029,0.488,2.729,0.104,-1.368,1.316,-0.12,0.52,-0.028,0,0.644
0.195,0.141,0.748,0.295,-0.257,0.647,2.957,1.048,2.772,0.174,0.028,-1.73,1,0.626
-0.643,2.029,0.364,0.793,0.387,1.803,1.761,-0.253,-0.637,-0.646,-1.027,-2.036,0,0.582
-0.901,0.882,-0.421,-0.601,-1.493,0.022,0.4,0.675,1.27,0.797,-2.366,-0.024,1,0.524
0.307,0.761,-0.503,0.695,0.226,0.188,-0.405,1.256,-0.233,-0.322,-1.052,-0.673,0,0.287
0.705,1.012,1.234,2.623,-0.57,-0.498,-0.275,0.223,1.068,-1.009,-0.123,0.929,1,0.539
2.353,1.391,0.782,-0.069,-0.272,-0.134,-1.386,0.376,-2.929,0.726,-0.11,-0.825,0,0.035
0.52,-1.113,-1.056,0.877,-0.721,0.145,0.453,-0.944,0.562,-0.545,0.622,0.775,1,0.727
-0.089,0.585,-1.991,1.211,0.723,-0.023,-0.643,2.934,0.196,-0.056,0.124,-2.762,0,0.225
-2.468,2.124,0.558,-1.221,1.515,0.359,0.587,-0.952,-0.009,-0.02,-2.728,-0.837,1,0.828
0.138,0.289,-1.053,-0.658,0.403,0.912,-2.584,0.89,0.656,-0.153,-1.237,0.598,0,0.390
-0.414,-0.632,-0.724,0.178,-0.585,0.869,-0.947,0.254,0.001,0.074,-0.816,1.046,1,0.574
-2.07,-0.86,-1.139,0.054,-1.566,1.761,-1.315,-1.752,-3.635,0.275,0.839,-1.137,0,0.119
0.503,0.099,0.047,-1.327,-0.258,0.88,-0.607,-0.6,-0.772,-1.164,-0.352,0.046,1,0.441
-0.055,1.294,0.708,0.983,-0.628,1.381,0.349,-1.121,1.627,0.648,0.594,1.024,0,0.600
0.373,-0.827,-1.131,1.17,0.479,-0.503,1.067,0.426,1.019,3.016,0.802,-0.12,1,0.967
-0.538,-0.413,1.895,0.78,-0.857,-0.206,1.666,-0.255,-1.719,-0.303,0.211,0.392,0,0.232
0.573,-0.441,-0.742,0.439,-0.066,0.092,0.115,1.664,0.767,-1.7,-0.519,-1.42,1,0.752
2.081,1.501,-1.432,0.079,-1.557,-0.397,0.038,0.065,-0.009,0.461,0.335,-0.186,0,0.139
-1.675,0.757,-0.26,-1.234,0.284,1.211,0.173,-0.313,0.2,0.301,1.42,-0.916,1,0.679
0.161,0.007,0.794,0.521,0.126,0.395,-0.145,-0.932,-0.838,-0.901,0.358,-0.545,0,0.230
-1.576,0.539,2.302,-0.956,1.025,0.451,1.159,-0.393,-1.796,-0.545,-0.536,-0.26,1,0.394
0.953,1.827,0.624,-0.097,-1.082,0.586,-1.071,-0.586,-0.23,-1.303,-0.103,-1.45,0,0.353
-1.062,-0.123,-1.696,-1.122,1.065,0.323,-0.423,0.815,0.525,1.202,0.204,-0.763,1,0.750
-0.336,3.107,-0.293,0.454,0.599,0.013,1.431,-1.041,1.634,-1.615,-0.935,1.346,0,0.735
-0.532,-0.937,-0.398,-0.427,-0.243,1.666,0.767,1.079,1.227,-0.798,1.196,-0.832,1,0.849
1.926,-1.198,-0.727,2.521,-1.65,0.188,-0.365,0.182,-0.811,-0.472,0.852,-0.16,0,0.118
-0.897,-1.439,-0.646,0.624,0.064,0.708,-0.029,-1.793,1.176,-1.475,-1.16,1.168,1,0.579
0.473,0.304,-2.798,0.308,-0.601,0.416,-0.292,-0.37,-3.163,-1.123,0.071,0.007,0,0.127
-1.51,1.682,-0.185,1.242,-0.717,1.188,-0.109,0.226,0.513,1.353,0.536,-0.246,1,0.576
0.49,0.9,0.04,-2.601,-0.728,-0.197,-2.619,0.24,-1.106,0.517,-1.97,-1.288,0,0.112
1.193,0.358,-0.735,-4.564,0.569,1.336,-2.734,0.016,1.084,1.433,0.258,-1.43,1,0.687
-0.801,0.266,-1.405,1.145,-0.95,-1.433,-0.104,0.347,-0.522,1.073,-0.141,-0.525,0,0.245
2.371,-0.996,-0.054,-0.686,-0.656,-1.229,-1.004,-0.875,-1.398,0.602,1.304,1.926,1,0.377
1.269,0.482,0.291,1.62,-0.755,1.703,-0.831,-0.799,1.416,1.593,-1.217,1.65,0,0.407
-2.29,-0.721,0.046,1.274,-0.184,-0.077,-0.078,1.26,-0.037,2.336,-1.565,-0.785,1,0.836
0.08,0.213,1.249,-1.882,0.075,-0.512,-0.059,-0.752,-1.107,1.447,-0.749,0.735,0,0.272
2.285,0.48,-1.643,-1.098,-1.02,-1.263,0.863,0.608,0.75,-0.683,0.384,-1.517,1,0.459
2.662,1.033,-1.683,2.145,-0.114,-1.801,-0.582,1.552,0.552,-0.628,-0.286,-0.254,0,0.134
-2.114,-0.349,-0.887,-0.712,-0.779,0.097,-1.224,-0.828,-0.703,-0.266,-0.48,-0.64,1,0.371
-0.387,2.437,-0.101,0.769,0.785,-1.181,-2.457,-1.208,0.497,-0.878,1.159,-0.922,0,0.316
-1.678,-1.066,1.195,-0.824,0.601,0.404,1.418,0.274,2.277,-0.133,-0.088,-0.635,1,0.807
-2.206,1.106,0.171,-0.283,-1.198,0.754,-0.336,2.379,-0.529,-0.105,-0.186,-1.391,0,0.461
0.165,-1.249,1.037,0.984,1.558,-0.472,-0.932,3.044,1.276,-0.806,-2.851,-1.462,1,0.799
-1.211,0.424,-0.08,-0.427,0.169,-1.786,0.027,2.145,-1.207,-0.301,-1.346,-0.861,0,0.356
0.399,-0.892,-0.3,0.728,-0.328,-0.323,-1.244,0.104,0.859,1.153,-0.281,-0.783,1,0.673
0.026,-0.425,2.168,-1.556,-0.532,-0.15,-0.759,0.924,-0.925,-0.111,1.465,-1.416,0,0.233
-0.908,-1.68,1.259,0.828,1.848,0.695,1.653,-1.0,-0.05,-0.913,2.581,1.985,1,0.879
0.23,-0.322,-0.167,0.242,-2.346,-1.224,-0.942,0.308,-1.099,-1.678,-2.164,0.367,0,0.376
-0.58,-1.011,0.805,-0.675,0.742,-0.653,0.239,-0.931,-0.487,-0.496,-1.455,-2.241,1,0.704
0.608,-0.415,0.139,-0.814,0.46,-1.093,0.522,-0.002,1.202,0.715,-1.096,1.444,0,0.477
0.934,-0.892,0.216,-0.603,0.912,2.452,0.22,-0.007,0.643,1.269,-1.966,-0.335,1,0.701
0.225,-0.697,-2.061,1.139,-1.179,1.116,-0.624,-0.524,-2.143,0.038,1.542,-1.796,0,0.057
0.608,-0.955,-1.395,1.668,0.848,-4.015,0.236,0.838,0.549,2.22,0.178,-0.707,1,0.961
0.174,0.579,1.579,1.021,-0.499,2.986,-1.128,-2.014,0.655,1.174,-0.565,0.509,0,0.142
-0.484,0.931,1.623,1.324,-1.59,0.06,0.626,2.056,0.06,0.963,0.311,0.476,1,0.456
0.565,0.586,0.21,-1.716,-0.877,0.743,0.791,-0.501,-1.961,-0.379,-0.941,-0.05,0,0.198
0.978,1.146,-0.612,-2.951,-1.215,0.952,-0.914,-0.277,0.417,-1.02,-0.457,-3.007,1,0.456
-0.624,1.164,0.392,2.453,-1.232,0.17,-1.153,-1.74,-0.619,1.061,-0.252,1.342,0,0.319
-0.887,-0.154,0.542,0.035,-0.176,0.79,-1.042,0.536,-0.071,0.173,0.536,-1.845,1,0.628
-0.253,1.396,0.908,-0.302,-2.311,-0.95,0.672,-0.397,0.653,0.259,-0.275,-0.766,0,0.506
-2.929,-1.811,-0.28,-2.566,1.816,1.64,-0.733,1.428,0.397,-0.49,-0.646,-3.205,1,0.909
-0.219,-0.217,-0.844,0.976,-0.399,0.549,0.915,2.57,-0.878,-1.137,1.795,-0.566,0,0.239
-1.109,0.513,-0.42,-0.441,-2.882,-0.286,-1.854,0.438,0.529,0.966,-2.567,-1.974,1,0.445
-0.879,1.323,-0.238,0.092,-0.735,1.02,0.617,0.462,-0.43,0.419,-1.895,-1.649,0,0.304
0.652,-0.513,0.852,0.565,0.939,1.153,0.596,-0.683,1.224,0.637,-1.205,-0.568,1,0.624
0.001,-0.309,0.598,0.814,1.229,0.166,0.267,-0.539,0.032,-0.658,0.497,-0.415,0,0.598
1.12,-1.991,-0.327,0.86,1.012,1.218,-2.041,-2.169,2.22,-1.072,0.417,2.486,1,0.908
1.495,-0.373,-1.427,0.031,-0.25,-0.305,-2.506,2.318,0.921,-0.306,-0.411,1.722,0,0.538
-1.121,0.623,0.439,0.682,1.106,0.819,0.368,-0.979,-1.417,-0.959,-0.962,0.583,1,0.354
-1.123,1.449,-1.95,-1.7,-0.082,0.496,-0.974,0.327,0.859,-0.111,-0.88,-0.482,0,0.347
0.511,0.004,-1.463,-1.433,-0.868,0.585,-2.794,1.648,-0.782,-0.947,-1.055,-0.073,1,0.496
-1.686,0.076,-0.634,0.869,-1.553,1.421,0.403,1.506,3.387,0.653,1.884,-1.652,0,0.367
0.168,-0.821,-1.023,-1.374,-0.174,-1.07,-0.746,1.243,-0.447,0.656,-0.445,1.214,1,0.795
1.789,-1.741,1.41,1.811,-0.343,-0.931,0.062,-1.094,0.048,-0.818,-1.99,1.869,0,0.546
-1.807,-0.038,0.67,0.749,0.257,0.999,0.137,0.169,-0.552,2.619,1.378,-1.126,1,0.849
0.849,0.836,-2.452,-1.259,-1.078,0.035,-0.092,-0.998,-2.041,1.186,-1.815,-0.483,0,0.105
-0.812,-0.152,-0.408,-2.011,-0.593,-2.315,2.175,-0.128,-0.944,0.175,-1.156,0.278,1,0.293
1.22,0.033,-1.785,2.052,-0.487,1.101,-1.318,-0.554,0.925,-3.22,0.234,1.771,0,0.249
-0.44,-0.937,0.701,1.099,-0.524,0.745,-0.757,0.547,0.357,-0.398,0.454,-1.114,1,0.672
-0.604,0.117,1.016,-0.3,0.37,-0.328,-0.021,-1.34,0.107,-0.169,1.915,-0.3,0,0.435
-3.024,-1.076,0.217,0.327,-0.678,0.339,0.333,-1.549,0.869,-1.637,-2.42,-0.006,1,0.394
-1.826,0.916,1.149,-0.14,-2.771,-0.101,-0.266,0.182,-0.956,-1.804,1.625,-0.782,0,0.172
-1.79,-0.183,-0.343,-0.77,0.091,-1.567,-2.081,0.717,0.174,0.491,-0.667,0.115,1,0.606
-1.252,0.388,-1.395,-0.412,0.388,-1.47,2.066,1.077,-1.93,-1.917,-1.475,0.863,0,0.806
-0.155,-0.68,1.742,0.876,0.201,0.696,-0.352,-1.358,1.024,-0.28,-0.254,-0.515,1,0.639
-1.464,0.279,1.347,1.698,-1.504,0.079,0.573,-0.215,0.156,-0.784,-0.306,-1.295,0,0.351
3.307,-0.302,0.131,1.228,-0.602,0.121,-0.31,-0.961,1.426,-1.9,0.975,-1.26,1,0.362
-0.144,1.162,1.086,-0.263,-1.56,-1.053,-0.143,-0.627,0.006,-0.839,0.172,-0.837,0,0.367
-0.382,1.417,0.008,-1.365,-0.212,-0.311,1.375,-1.123,1.723,-1.082,-2.096,0.765,1,0.729
-1.261,-0.094,1.452,-2.965,-0.531,0.647,-1.452,-0.869,0.558,0.755,-0.629,-0.167,0,0.632
0.518,0.614,-0.125,1.497,0.307,0.228,-1.547,1.337,1.378,1.016,-0.231,-0.278,1,0.564
-1.933,0.163,-2.086,0.359,-1.224,-0.641,-0.809,0.266,1.372,1.111,1.966,1.059,0,0.468
2.277,-0.881,-1.538,-2.141,0.895,0.4,0.458,1.344,0.788,-0.676,1.587,-0.285,1,0.866
-0.981,0.927,-0.461,-0.815,-1.852,2.487,-0.637,0.275,-0.594,-0.671,0.217,1.183,0,0.416
-0.911,-0.299,-1.844,0.797,0.641,-2.358,1.302,1.8,-0.27,-1.104,-0.297,-0.374,1,0.409
0.473,-0.044,-0.785,-0.973,0.796,-0.266,-2.424,0.524,-0.947,0.814,0.419,0.469,0,0.333
0.76,0.049,-0.135,-0.251,-1.432,0.349,1.061,0.014,-0.12,-1.749,-1.742,1.753,1,0.639
0.123,0.122,-1.545,0.045,-0.908,-0.784,-1.996,-3.334,-0.987,1.479,0.538,-0.345,0,0.518
-0.371,-3.205,1.228,-1.002,-0.064,0.658,-0.599,-0.017,-0.507,-0.045,0.806,0.667,1,0.823
-0.55,1.285,-0.726,0.192,-0.876,2.2,-0.198,-1.025,0.574,-0.194,1.743,-0.181,0,0.212
-3.107,-1.177,0.654,-1.56,2.424,-0.243,-0.044,2.053,2.148,1.546,-0.984,0.907,1,0.855
-1.359,1.574,1.177,-0.407,1.416,-0.847,-1.375,0.198,-0.356,-1.116,2.115,-0.198,0,0.352
-0.656,-0.868,1.531,-0.835,-0.064,-0.239,1.458,3.756,0.101,1.309,-3.263,0.042,1,0.876
0.019,1.661,0.206,0.247,1.052,0.432,-0.293,3.146,2.877,-0.989,-0.925,-0.164,0,0.643
0.025,-0.674,0.06,-0.139,-1.651,1.193,-1.202,-2.378,2.027,-1.277,0.308,-0.009,1,0.619
1.445,-1.815,-0.575,0.097,2.167,-0.076,-0.766,0.328,-0.71,-1.25,1.362,-0.911,0,0.390
1.127,0.451,0.73,-0.037,-0.476,0.539,-0.473,-0.578,3.879,0.139,-1.087,0.48,1,0.430
-0.231,0.086,1.549,-1.046,-0.385,0.271,-2.518,-0.918,-1.622,-0.347,-0.206,0.89,0,0.274
-1.111,-0.117,-0.52,-1.202,-0.503,1.347,2.584,-1.644,-3.247,-0.316,-0.111,1.201,1,0.494
-0.431,1.17,0.345,-3.315,0.082,-0.712,-1.309,1.898,0.395,2.22,-1.705,-2.129,0,0.822
0.411,-0.161,-1.052,-2.595,-1.062,1.846,0.494,-0.472,1.358,0.549,0.091,0.975,1,0.566
0.366,-0.394,0.545,-0.307,-0.735,1.924,0.234,-1.751,-0.76,0.251,-0.387,0.59,0,0.269
-1.425,-0.648,-1.597,0.5,0.677,0.25,0.513,1.774,-0.16,-0.704,-0.785,0.74,1,0.764
-4.1,-1.002,1.996,0.083,-2.093,-0.061,-0.592,-0.783,0.341,-0.099,0.311,1.996,0,0.251
-0.947,-0.493,0.327,-0.63,0.57,-0.318,2.165,1.151,0.033,-0.606,0.622,-0.842,1,0.652
-0.425,0.19,0.828,-1.848,-0.204,-1.13,-0.292,0.091,0.296,0.378,0.027,1.096,0,0.386
0.375,-0.671,-0.479,3.034,1.96,-1.166,2.463,1.4,0.942,-0.116,-0.839,0.73,1,0.955
1.4,1.375,0.4,0.866,-0.537,1.04,-1.257,-0.418,0.322,-0.74,0.066,1.124,0,0.511
0.182,1.073,-1.019,-0.214,0.116,0.964,-0.27,-1.231,1.338,-0.162,-0.019,-1.6,1,0.417
0.277,-0.48,1.059,0.232,-0.504,-1.678,-0.492,-0.257,-1.364,-0.203,1.637,-0.769,0,0.126
-3.611,0.419,0.338,-1.127,1.602,-0.321,-0.197,-0.546,1.764,-1.313,-0.975,-1.251,1,0.688
-1.045,-1.983,0.969,-0.524,0.316,-2.488,0.678,1.146,-0.61,-0.302,0.278,-1.083,0,0.693
-0.022,-0.64,0.255,-0.704,-0.73,-0.748,-0.441,0.192,-0.169,0.69,-1.805,0.23,1,0.482
-0.086,0.026,-0.926,-0.246,0.877,0.841,2.098,-0.308,1.229,0.981,-0.851,2.073,0,0.521
-1.626,1.338,0.976,1.43,1.152,0.259,-3.121,-0.948,-0.356,-0.074,-0.252,-2.389,1,0.599
1.017,2.487,-0.122,-1.368,0.786,-0.261,1.144,0.678,-0.88,1.994,-0.029,-1.644,0,0.148
1.44,0.534,1.0,1.313,-0.697,1.17,-0.822,-1.013,-0.778,-2.295,-0.323,0.746,1,0.361
0.292,0.075,-0.942,0.674,1.6,-1.228,-0.3,-1.805,-2.929,0.417,1.948,-0.121,0,0.089
0.105,0.915,-1.042,0.815,0.579,2.993,0.845,0.047,0.02,0.631,0.54,-0.178,1,0.191
0.669,0.809,0.421,-1.832,0.14,-0.093,-1.5,-0.005,2.283,0.396,-2.1,1.546,0,0.413
1.323,0.005,-0.866,-2.012,-0.06,2.119,-0.601,0.213,0.519,1.794,-0.19,-0.245,1,0.806
0.236,0.813,-0.57,1.202,-1.133,-0.43,-0.157,-1.48,0.694,0.689,-3.981,-2.193,0,0.270
-0.069,0.546,-1.981,-0.11,0.463,-0.834,-0.909,-1.133,0.525,3.668,1.501,0.483,1,0.812
0.719,-2.083,0.261,0.81,0.14,1.507,0.347,-1.545,1.454,0.973,0.07,1.059,0,0.804
1.595,0.383,-0.635,0.621,0.408,-0.904,0.153,-0.328,0.584,0.294,2.085,-0.66,1,0.238
0.198,0.586,1.123,-0.503,-0.07,0.217,1.094,-0.11,-2.63,0.476,-1.26,-0.861,0,0.192
-0.081,0.176,0.191,2.802,3.134,-0.951,1.685,-1.224,-1.064,-0.984,-0.86,-2.099,1,0.556
1.188,0.025,-0.244,1.526,-0.53,-0.049,-0.046,-1.331,0.887,-1.281,0.132,-0.237,0,0.573
-0.874,-0.669,-0.207,0.66,-0.543,1.203,0.641,2.234,0.251,0.494,0.194,0.947,1,0.814
-1.281,-0.812,-3.035,0.167,-0.468,-1.058,0.847,-2.739,0.545,-0.303,0.825,-0.182,0,0.731
-0.777,-0.713,-0.201,-2.142,-0.389,-0.62,0.942,0.629,-1.663,0.794,-0.54,-1.596,1,0.429
-0.209,-1.387,2.482,1.866,-1.402,-0.326,0.48,0.693,-0.37,-1.34,1.025,-1.254,0,0.214
-2.126,-0.464,-1.464,-0.364,-0.424,-0.959,-0.897,-0.313,-0.121,2.239,-1.688,-0.477,1,0.928
-0.935,-0.35,-1.484,0.341,-0.551,1.272,0.096,0.522,0.353,0.204,-0.966,0.993,0,0.345
-0.975,-1.287,1.696,1.831,-0.65,0.963,0.416,-2.158,2.11,-0.049,-0.436,-0.695,1,0.669
2.459,0.011,0.711,-0.508,0.756,-0.022,-0.801,1.34,0.648,1.316,2.713,-1.124,0,0.180
-0.056,0.882,1.266,0.702,2.139,0.71,-0.825,-1.408,0.961,-1.712,-0.004,-0.466,1,0.581
1.014,0.954,1.35,-0.803,-0.451,-0.305,0.672,0.793,-0.332,-0.06,-0.639,0.287,0,0.314
-1.367,2.382,0.255,0.104,-0.828,1.193,2.722,-1.664,0.205,-0.067,0.078,2.271,1,0.896
-0.279,0.031,1.726,-0.429,0.842,-0.797,0.57,-0.738,1.474,-0.278,-0.272,1.304,0,0.391
-0.342,-0.672,-0.253,0.357,-0.574,0.358,-0.774,1.934,1.098,0.959,-1.514,-0.822,1,0.721
0.581,1.669,-0.642,0.214,-1.221,-1.181,-1.785,0.201,-0.37,1.172,-0.352,-1.167,0,0.174
1.837,-0.444,-1.231,-1.254,0.979,1.089,1.047,-0.066,0.761,2.716,1.097,-1.362,1,0.916
0.79,-0.798,1.027,-0.182,-1.104,-1.479,-1.139,-1.276,1.303,0.062,-3.11,0.772,0,0.376
-2.572,-0.721,-0.33,-0.365,-1.677,0.903,0.084,0.648,-0.052,0.27,-0.381,0.325,1,0.477
-0.863,-0.045,-0.428,-2.013,-0.405,0.684,-0.196,-0.439,-1.286,0.323,-0.796,0.129,0,0.406
1.173,1.295,-0.598,0.88,-0.094,0.027,-0.312,-1.104,0.831,0.071,-1.337,-1.535,1,0.383
-0.233,-0.004,-1.197,1.535,-1.243,-1.027,-0.46,0.951,0.076,1.369,0.374,0.728,0,0.391
-1.366,-1.995,-1.467,-1.036,0.565,0.316,-0.753,-0.568,-1.511,-0.873,0.489,-1.804,1,0.716
-0.481,0.39,-1.132,0.199,-0.078,-0.734,0.011,-1.173,-0.154,-0.529,0.716,-0.155,0,0.197
0.553,2.411,1.016,0.526,1.636,0.516,-0.558,1.887,1.817,0.002,-1.515,0.667,1,0.539
-0.816,1.495,2.217,0.636,-0.95,-0.376,0.619,-0.961,-0.09,-3.032,-2.329,-1.35,0,0.534
-1.284,-0.409,-1.804,-1.174,1.262,-1.933,-1.15,2.237,-1.014,-0.2,-0.09,-0.034,1,0.620
-1.038,0.387,-0.869,0.093,0.044,-0.044,0.961,-0.689,-1.623,-0.633,-0.511,0.717,0,0.273
-0.039,-0.719,1.797,1.377,-1.069,1.118,1.187,0.615,0.697,0.243,-0.042,-1.906,1,0.741
0.463,0.764,1.158,-0.441,1.695,0.833,-0.132,-0.99,-1.191,-2.205,2.053,-0.471,0,0.280
1.023,-1.378,-0.107,0.535,0.849,0.279,3.53,-0.366,0.997,-0.79,0.681,0.929,1,0.934
0.374,-1.114,-0.448,1.115,-1.297,-0.938,0.353,0.58,-2.164,-1.053,0.496,-0.286,0,0.122
-1.997,0.706,-1.266,-0.218,-1.35,-0.632,-2.585,0.659,2.378,0.942,0.995,2.566,1,0.479
0.444,0.875,-0.274,-0.822,-0.64,1.57,-0.854,0.713,0.306,1.877,-2.967,0.909,0,0.286
-2.04,-1.652,-0.27,-2.483,2.348,2.547,0.231,0.932,0.185,0.356,-0.921,-0.487,1,0.785
-1.073,-0.159,-0.502,0.831,-0.909,-0.776,-0.346,1.994,-0.75,1.071,-3.462,-0.088,0,0.378
-0.063,-0.04,-0.125,-1.535,0.336,-0.079,-0.193,-0.418,-0.446,0.002,0.295,1.541,1,0.455
-0.454,1.385,1.496,1.026,0.18,3.108,-0.397,-1.045,0.528,-1.064,0.151,0.146,0,0.163
-0.138,-0.886,-0.212,-0.297,0.778,-1.381,-0.147,0.037,0.315,-0.241,0.765,0.005,1,0.760
-1.255,0.419,4.167,-1.606,-0.613,-0.482,1.897,0.017,-1.767,0.293,-0.329,-1.178,0,0.200
-0.35,0.939,0.224,0.777,-2.201,-0.968,-0.213,-0.63,-0.009,0.245,-1.139,-0.863,1,0.289
-1.549,0.149,-1.221,4.035,-0.46,-0.121,-0.858,1.705,-0.588,-1.904,1.452,1.171,0,0.380
-0.552,-2.436,-0.706,0.973,0.298,0.039,-1.486,2.582,-0.478,1.331,1.057,0.329,1,0.947
-1.601,0.684,-2.441,0.166,0.676,0.258,0.819,-0.341,-0.528,-0.237,2.763,0.027,0,0.108
0.033,3.036,0.898,-0.622,1.971,0.451,1.088,1.658,0.051,0.14,-0.961,-0.323,1,0.526
-0.335,1.445,0.151,0.119,0.912,-0.64,-0.926,1.873,0.012,-0.918,-1.117,-1.249,0,0.371
-1.202,0.187,-3.089,-0.549,-2.353,0.825,-1.516,-0.33,2.397,0.404,0.253,-0.553,1,0.702
-0.877,0.864,-1.703,-0.022,-0.398,0.449,0.598,2.245,-1.061,0.243,-1.587,0.729,0,0.174
-1.305,0.084,-0.03,-1.665,-0.568,0.642,-0.557,-3.13,-0.079,0.393,-0.278,-1.696,1,0.886
0.155,-1.905,-0.282,-2.66,1.566,-0.568,-0.038,-0.551,0.977,0.225,0.808,-1.686,0,0.742
